An,Ag,As,q
2.742529252925e-01,7.216593589619e-02,3.080734978834e-01,4.268960057922e+00
2.743528352835e-01,7.219222585462e-02,3.081602967836e-01,4.268607777854e+00
2.744527452745e-01,7.221851581305e-02,3.082470965781e-01,4.268255766652e+00
2.745526552655e-01,7.224480577149e-02,3.083338972694e-01,4.267904024057e+00
2.746525652565e-01,7.227109572992e-02,3.084206988600e-01,4.267552549813e+00
2.747524752475e-01,7.229738568835e-02,3.085075013526e-01,4.267201343662e+00
2.748523852385e-01,7.232367564678e-02,3.085943047497e-01,4.266850405348e+00
2.749522952295e-01,7.234996560521e-02,3.086811090540e-01,4.266499734614e+00
2.750522052205e-01,7.237625556365e-02,3.087679142679e-01,4.266149331204e+00
2.751521152115e-01,7.240254552208e-02,3.088547203941e-01,4.265799194862e+00
2.752520252025e-01,7.242883548051e-02,3.089415274350e-01,4.265449325333e+00
2.753519351935e-01,7.245512543894e-02,3.090283353934e-01,4.265099722362e+00
2.754518451845e-01,7.248141539737e-02,3.091151442716e-01,4.264750385694e+00
2.755517551755e-01,7.250770535581e-02,3.092019540724e-01,4.264401315075e+00
2.756516651665e-01,7.253399531424e-02,3.092887647982e-01,4.264052510251e+00
2.757515751575e-01,7.256028527267e-02,3.093755764516e-01,4.263703970967e+00
2.758514851485e-01,7.258657523110e-02,3.094623890351e-01,4.263355696971e+00
2.759513951395e-01,7.261286518954e-02,3.095492025514e-01,4.263007688010e+00
2.760513051305e-01,7.263915514797e-02,3.096360170029e-01,4.262659943830e+00
2.761512151215e-01,7.266544510640e-02,3.097228323922e-01,4.262312464180e+00
2.762511251125e-01,7.269173506483e-02,3.098096487218e-01,4.261965248807e+00
2.763510351035e-01,7.271802502326e-02,3.098964659943e-01,4.261618297459e+00
2.764509450945e-01,7.274431498170e-02,3.099832842121e-01,4.261271609887e+00
2.765508550855e-01,7.277060494013e-02,3.100701033780e-01,4.260925185837e+00
2.766507650765e-01,7.279689489856e-02,3.101569234943e-01,4.260579025060e+00
2.767506750675e-01,7.282318485699e-02,3.102437445636e-01,4.260233127305e+00
2.768505850585e-01,7.284947481542e-02,3.103305665885e-01,4.259887492322e+00
2.769504950495e-01,7.287576477386e-02,3.104173895714e-01,4.259542119862e+00
2.770504050405e-01,7.290205473229e-02,3.105042135149e-01,4.259197009675e+00
2.771503150315e-01,7.292834469072e-02,3.105910384215e-01,4.258852161512e+00
2.772502250225e-01,7.295463464915e-02,3.106778642938e-01,4.258507575123e+00
2.773501350135e-01,7.298092460758e-02,3.107646911342e-01,4.258163250262e+00
2.774500450045e-01,7.300721456602e-02,3.108515189452e-01,4.257819186680e+00
2.775499549955e-01,7.303350452445e-02,3.109383477295e-01,4.257475384129e+00
2.776498649865e-01,7.305979448288e-02,3.110251774894e-01,4.257131842361e+00
2.777497749775e-01,7.308608444131e-02,3.111120082275e-01,4.256788561130e+00
2.778496849685e-01,7.311237439975e-02,3.111988399464e-01,4.256445540188e+00
2.779495949595e-01,7.313866435818e-02,3.112856726484e-01,4.256102779290e+00
2.780495049505e-01,7.316495431661e-02,3.113725063362e-01,4.255760278189e+00
2.781494149415e-01,7.319124427504e-02,3.114593410121e-01,4.255418036640e+00
2.782493249325e-01,7.321753423347e-02,3.115461766788e-01,4.255076054396e+00
2.783492349235e-01,7.324382419191e-02,3.116330133386e-01,4.254734331213e+00
2.784491449145e-01,7.327011415034e-02,3.117198509942e-01,4.254392866846e+00
2.785490549055e-01,7.329640410877e-02,3.118066896480e-01,4.254051661051e+00
2.786489648965e-01,7.332269406720e-02,3.118935293024e-01,4.253710713582e+00
2.787488748875e-01,7.334898402563e-02,3.119803699600e-01,4.253370024198e+00
2.788487848785e-01,7.337527398407e-02,3.120672116232e-01,4.253029592653e+00
2.789486948695e-01,7.340156394250e-02,3.121540542946e-01,4.252689418704e+00
2.790486048605e-01,7.342785390093e-02,3.122408979766e-01,4.252349502110e+00
2.791485148515e-01,7.345414385936e-02,3.123277426717e-01,4.252009842626e+00
2.792484248425e-01,7.348043381780e-02,3.124145883823e-01,4.251670440012e+00
2.793483348335e-01,7.350672377623e-02,3.125014351110e-01,4.251331294024e+00
2.794482448245e-01,7.353301373466e-02,3.125882828603e-01,4.250992404421e+00
2.795481548155e-01,7.355930369309e-02,3.126751316324e-01,4.250653770963e+00
2.796480648065e-01,7.358559365152e-02,3.127619814301e-01,4.250315393407e+00
2.797479747975e-01,7.361188360996e-02,3.128488322557e-01,4.249977271514e+00
2.798478847885e-01,7.363817356839e-02,3.129356841116e-01,4.249639405043e+00
2.799477947795e-01,7.366446352682e-02,3.130225370004e-01,4.249301793753e+00
2.800477047705e-01,7.369075348525e-02,3.131093909245e-01,4.248964437406e+00
2.801476147615e-01,7.371704344368e-02,3.131962458863e-01,4.248627335761e+00
2.802475247525e-01,7.374333340212e-02,3.132831018884e-01,4.248290488580e+00
2.803474347435e-01,7.376962336055e-02,3.133699589331e-01,4.247953895623e+00
2.804473447345e-01,7.379591331898e-02,3.134568170229e-01,4.247617556653e+00
2.805472547255e-01,7.382220327741e-02,3.135436761603e-01,4.247281471431e+00
2.806471647165e-01,7.384849323585e-02,3.136305363478e-01,4.246945639719e+00
2.807470747075e-01,7.387478319428e-02,3.137173975876e-01,4.246610061279e+00
2.808469846985e-01,7.390107315271e-02,3.138042598824e-01,4.246274735875e+00
2.809468946895e-01,7.392736311114e-02,3.138911232345e-01,4.245939663269e+00
2.810468046805e-01,7.395365306957e-02,3.139779876464e-01,4.245604843225e+00
2.811467146715e-01,7.397994302801e-02,3.140648531205e-01,4.245270275507e+00
2.812466246625e-01,7.400623298644e-02,3.141517196592e-01,4.244935959878e+00
2.813465346535e-01,7.403252294487e-02,3.142385872651e-01,4.244601896103e+00
2.814464446445e-01,7.405881290330e-02,3.143254559404e-01,4.244268083946e+00
2.815463546355e-01,7.408510286173e-02,3.144123256877e-01,4.243934523172e+00
2.816462646265e-01,7.411139282017e-02,3.144991965093e-01,4.243601213547e+00
2.817461746175e-01,7.413768277860e-02,3.145860684077e-01,4.243268154835e+00
2.818460846085e-01,7.416397273703e-02,3.146729413853e-01,4.242935346803e+00
2.819459945995e-01,7.419026269546e-02,3.147598154446e-01,4.242602789218e+00
2.820459045905e-01,7.421655265389e-02,3.148466905878e-01,4.242270481844e+00
2.821458145815e-01,7.424284261233e-02,3.149335668176e-01,4.241938424449e+00
2.822457245725e-01,7.426913257076e-02,3.150204441362e-01,4.241606616801e+00
2.823456345635e-01,7.429542252919e-02,3.151073225461e-01,4.241275058666e+00
2.824455445545e-01,7.432171248762e-02,3.151942020497e-01,4.240943749812e+00
2.825454545455e-01,7.434800244606e-02,3.152810826494e-01,4.240612690006e+00
2.826453645365e-01,7.437429240449e-02,3.153679643476e-01,4.240281879018e+00
2.827452745275e-01,7.440058236292e-02,3.154548471466e-01,4.239951316616e+00
2.828451845185e-01,7.442687232135e-02,3.155417310490e-01,4.239621002568e+00
2.829450945095e-01,7.445316227978e-02,3.156286160571e-01,4.239290936644e+00
2.830450045005e-01,7.447945223822e-02,3.157155021734e-01,4.238961118613e+00
2.831449144914e-01,7.450574219665e-02,3.158023894001e-01,4.238631548244e+00
2.832448244824e-01,7.453203215508e-02,3.158892777397e-01,4.238302225309e+00
2.833447344734e-01,7.455832211351e-02,3.159761671945e-01,4.237973149576e+00
2.834446444644e-01,7.458461207194e-02,3.160630577671e-01,4.237644320818e+00
2.835445544554e-01,7.461090203038e-02,3.161499494597e-01,4.237315738804e+00
2.836444644464e-01,7.463719198881e-02,3.162368422747e-01,4.236987403306e+00
2.837443744374e-01,7.466348194724e-02,3.163237362146e-01,4.236659314095e+00
2.838442844284e-01,7.468977190567e-02,3.164106312816e-01,4.236331470944e+00
2.839441944194e-01,7.471606186411e-02,3.164975274783e-01,4.236003873624e+00
2.840441044104e-01,7.474235182254e-02,3.165844248069e-01,4.235676521908e+00
2.841440144014e-01,7.476864178097e-02,3.166713232698e-01,4.235349415568e+00
2.842439243924e-01,7.479493173940e-02,3.167582228695e-01,4.235022554377e+00
2.843438343834e-01,7.482122169783e-02,3.168451236082e-01,4.234695938109e+00
2.844437443744e-01,7.484751165627e-02,3.169320254884e-01,4.234369566537e+00
2.845436543654e-01,7.487380161470e-02,3.170189285123e-01,4.234043439436e+00
2.846435643564e-01,7.490009157313e-02,3.171058326825e-01,4.233717556578e+00
2.847434743474e-01,7.492638153156e-02,3.171927380012e-01,4.233391917739e+00
2.848433843384e-01,7.495267148999e-02,3.172796444708e-01,4.233066522694e+00
2.849432943294e-01,7.497896144843e-02,3.173665520936e-01,4.232741371216e+00
2.850432043204e-01,7.500525140686e-02,3.174534608721e-01,4.232416463083e+00
2.851431143114e-01,7.503154136529e-02,3.175403708085e-01,4.232091798069e+00
2.852430243024e-01,7.505783132372e-02,3.176272819052e-01,4.231767375949e+00
2.853429342934e-01,7.508412128216e-02,3.177141941647e-01,4.231443196501e+00
2.854428442844e-01,7.511041124059e-02,3.178011075891e-01,4.231119259501e+00
2.855427542754e-01,7.513670119902e-02,3.178880221809e-01,4.230795564726e+00
2.856426642664e-01,7.516299115745e-02,3.179749379424e-01,4.230472111951e+00
2.857425742574e-01,7.518928111588e-02,3.180618548760e-01,4.230148900956e+00
2.858424842484e-01,7.521557107432e-02,3.181487729840e-01,4.229825931517e+00
2.859423942394e-01,7.524186103275e-02,3.182356922687e-01,4.229503203412e+00
2.860423042304e-01,7.526815099118e-02,3.183226127325e-01,4.229180716420e+00
2.861422142214e-01,7.529444094961e-02,3.184095343777e-01,4.228858470319e+00
2.862421242124e-01,7.532073090804e-02,3.184964572066e-01,4.228536464887e+00
2.863420342034e-01,7.534702086648e-02,3.185833812216e-01,4.228214699904e+00
2.864419441944e-01,7.537331082491e-02,3.186703064250e-01,4.227893175149e+00
2.865418541854e-01,7.539960078334e-02,3.187572328191e-01,4.227571890402e+00
2.866417641764e-01,7.542589074177e-02,3.188441604063e-01,4.227250845441e+00
2.867416741674e-01,7.545218070020e-02,3.189310891889e-01,4.226930040049e+00
2.868415841584e-01,7.547847065864e-02,3.190180191692e-01,4.226609474004e+00
2.869414941494e-01,7.550476061707e-02,3.191049503494e-01,4.226289147088e+00
2.870414041404e-01,7.553105057550e-02,3.191918827320e-01,4.225969059082e+00
2.871413141314e-01,7.555734053393e-02,3.192788163193e-01,4.225649209767e+00
2.872412241224e-01,7.558363049237e-02,3.193657511135e-01,4.225329598924e+00
2.873411341134e-01,7.560992045080e-02,3.194526871170e-01,4.225010226336e+00
2.874410441044e-01,7.563621040923e-02,3.195396243321e-01,4.224691091783e+00
2.875409540954e-01,7.566250036766e-02,3.196265627611e-01,4.224372195050e+00
2.876408640864e-01,7.568879032609e-02,3.197135024063e-01,4.224053535918e+00
2.877407740774e-01,7.571508028453e-02,3.198004432700e-01,4.223735114171e+00
2.878406840684e-01,7.574137024296e-02,3.198873853545e-01,4.223416929591e+00
2.879405940594e-01,7.576766020139e-02,3.199743286621e-01,4.223098981962e+00
2.880405040504e-01,7.579395015982e-02,3.200612731951e-01,4.222781271067e+00
2.881404140414e-01,7.582024011825e-02,3.201482189558e-01,4.222463796692e+00
2.882403240324e-01,7.584653007669e-02,3.202351659465e-01,4.222146558620e+00
2.883402340234e-01,7.587282003512e-02,3.203221141696e-01,4.221829556636e+00
2.884401440144e-01,7.589910999355e-02,3.204090636271e-01,4.221512790524e+00
2.885400540054e-01,7.592539995198e-02,3.204960143216e-01,4.221196260070e+00
2.886399639964e-01,7.595168991042e-02,3.205829662552e-01,4.220879965059e+00
2.887398739874e-01,7.597797986885e-02,3.206699194303e-01,4.220563905276e+00
2.888397839784e-01,7.600426982728e-02,3.207568738491e-01,4.220248080509e+00
2.889396939694e-01,7.603055978571e-02,3.208438295139e-01,4.219932490542e+00
2.890396039604e-01,7.605684974414e-02,3.209307864269e-01,4.219617135163e+00
2.891395139514e-01,7.608313970258e-02,3.210177445906e-01,4.219302014159e+00
2.892394239424e-01,7.610942966101e-02,3.211047040071e-01,4.218987127315e+00
2.893393339334e-01,7.613571961944e-02,3.211916646787e-01,4.218672474420e+00
2.894392439244e-01,7.616200957787e-02,3.212786266077e-01,4.218358055261e+00
2.895391539154e-01,7.618829953630e-02,3.213655897963e-01,4.218043869626e+00
2.896390639064e-01,7.621458949474e-02,3.214525542469e-01,4.217729917303e+00
2.897389738974e-01,7.624087945317e-02,3.215395199617e-01,4.217416198080e+00
2.898388838884e-01,7.626716941160e-02,3.216264869429e-01,4.217102711747e+00
2.899387938794e-01,7.629345937003e-02,3.217134551929e-01,4.216789458091e+00
2.900387038704e-01,7.631974932847e-02,3.218004247138e-01,4.216476436903e+00
2.901386138614e-01,7.634603928690e-02,3.218873955080e-01,4.216163647971e+00
2.902385238524e-01,7.637232924533e-02,3.219743675777e-01,4.215851091086e+00
2.903384338434e-01,7.639861920376e-02,3.220613409251e-01,4.215538766036e+00
2.904383438344e-01,7.642490916219e-02,3.221483155525e-01,4.215226672614e+00
2.905382538254e-01,7.645119912063e-02,3.222352914623e-01,4.214914810608e+00
2.906381638164e-01,7.647748907906e-02,3.223222686565e-01,4.214603179810e+00
2.907380738074e-01,7.650377903749e-02,3.224092471374e-01,4.214291780011e+00
2.908379837984e-01,7.653006899592e-02,3.224962269074e-01,4.213980611002e+00
2.909378937894e-01,7.655635895435e-02,3.225832079687e-01,4.213669672574e+00
2.910378037804e-01,7.658264891279e-02,3.226701903234e-01,4.213358964520e+00
2.911377137714e-01,7.660893887122e-02,3.227571739738e-01,4.213048486632e+00
2.912376237624e-01,7.663522882965e-02,3.228441589223e-01,4.212738238701e+00
2.913375337534e-01,7.666151878808e-02,3.229311451709e-01,4.212428220521e+00
2.914374437444e-01,7.668780874651e-02,3.230181327220e-01,4.212118431884e+00
2.915373537354e-01,7.671409870495e-02,3.231051215778e-01,4.211808872584e+00
2.916372637264e-01,7.674038866338e-02,3.231921117405e-01,4.211499542414e+00
2.917371737174e-01,7.676667862181e-02,3.232791032123e-01,4.211190441167e+00
2.918370837084e-01,7.679296858024e-02,3.233660959955e-01,4.210881568637e+00
2.919369936994e-01,7.681925853868e-02,3.234530900923e-01,4.210572924620e+00
2.920369036904e-01,7.684554849711e-02,3.235400855049e-01,4.210264508908e+00
2.921368136814e-01,7.687183845554e-02,3.236270822356e-01,4.209956321297e+00
2.922367236724e-01,7.689812841397e-02,3.237140802865e-01,4.209648361581e+00
2.923366336634e-01,7.692441837240e-02,3.238010796599e-01,4.209340629556e+00
2.924365436544e-01,7.695070833084e-02,3.238880803581e-01,4.209033125018e+00
2.925364536454e-01,7.697699828927e-02,3.239750823831e-01,4.208725847761e+00
2.926363636364e-01,7.700328824770e-02,3.240620857373e-01,4.208418797582e+00
2.927362736274e-01,7.702957820613e-02,3.241490904228e-01,4.208111974278e+00
2.928361836184e-01,7.705586816456e-02,3.242360964419e-01,4.207805377644e+00
2.929360936094e-01,7.708215812300e-02,3.243231037967e-01,4.207499007477e+00
2.930360036004e-01,7.710844808143e-02,3.244101124895e-01,4.207192863575e+00
2.931359135914e-01,7.713473803986e-02,3.244971225225e-01,4.206886945734e+00
2.932358235824e-01,7.716102799829e-02,3.245841338979e-01,4.206581253753e+00
2.933357335734e-01,7.718731795673e-02,3.246711466179e-01,4.206275787428e+00
2.934356435644e-01,7.721360791516e-02,3.247581606846e-01,4.205970546558e+00
2.935355535554e-01,7.723989787359e-02,3.248451761003e-01,4.205665530941e+00
2.936354635464e-01,7.726618783202e-02,3.249321928673e-01,4.205360740375e+00
2.937353735374e-01,7.729247779045e-02,3.250192109875e-01,4.205056174660e+00
2.938352835284e-01,7.731876774889e-02,3.251062304634e-01,4.204751833594e+00
2.939351935194e-01,7.734505770732e-02,3.251932512970e-01,4.204447716977e+00
2.940351035104e-01,7.737134766575e-02,3.252802734905e-01,4.204143824607e+00
2.941350135014e-01,7.739763762418e-02,3.253672970462e-01,4.203840156286e+00
2.942349234923e-01,7.742392758261e-02,3.254543219662e-01,4.203536711812e+00
2.943348334833e-01,7.745021754105e-02,3.255413482527e-01,4.203233490986e+00
2.944347434743e-01,7.747650749948e-02,3.256283759079e-01,4.202930493609e+00
2.945346534653e-01,7.750279745791e-02,3.257154049339e-01,4.202627719481e+00
2.946345634563e-01,7.752908741634e-02,3.258024353330e-01,4.202325168403e+00
2.947344734473e-01,7.755537737477e-02,3.258894671074e-01,4.202022840177e+00
2.948343834383e-01,7.758166733321e-02,3.259765002591e-01,4.201720734604e+00
2.949342934293e-01,7.760795729164e-02,3.260635347904e-01,4.201418851486e+00
2.950342034203e-01,7.763424725007e-02,3.261505707034e-01,4.201117190624e+00
2.951341134113e-01,7.766053720850e-02,3.262376080004e-01,4.200815751821e+00
2.952340234023e-01,7.768682716694e-02,3.263246466834e-01,4.200514534880e+00
2.953339333933e-01,7.771311712537e-02,3.264116867547e-01,4.200213539603e+00
2.954338433843e-01,7.773940708380e-02,3.264987282164e-01,4.199912765793e+00
2.955337533753e-01,7.776569704223e-02,3.265857710707e-01,4.199612213254e+00
2.956336633663e-01,7.779198700066e-02,3.266728153198e-01,4.199311881788e+00
2.957335733573e-01,7.781827695910e-02,3.267598609657e-01,4.199011771200e+00
2.958334833483e-01,7.784456691753e-02,3.268469080107e-01,4.198711881293e+00
2.959333933393e-01,7.787085687596e-02,3.269339564569e-01,4.198412211872e+00
2.960333033303e-01,7.789714683439e-02,3.270210063065e-01,4.198112762741e+00
2.961332133213e-01,7.792343679282e-02,3.271080575617e-01,4.197813533704e+00
2.962331233123e-01,7.794972675126e-02,3.271951102245e-01,4.197514524567e+00
2.963330333033e-01,7.797601670969e-02,3.272821642971e-01,4.197215735135e+00
2.964329432943e-01,7.800230666812e-02,3.273692197817e-01,4.196917165213e+00
2.965328532853e-01,7.802859662655e-02,3.274562766804e-01,4.196618814607e+00
2.966327632763e-01,7.805488658499e-02,3.275433349954e-01,4.196320683123e+00
2.967326732673e-01,7.808117654342e-02,3.276303947288e-01,4.196022770567e+00
2.968325832583e-01,7.810746650185e-02,3.277174558828e-01,4.195725076744e+00
2.969324932493e-01,7.813375646028e-02,3.278045184594e-01,4.195427601463e+00
2.970324032403e-01,7.816004641871e-02,3.278915824609e-01,4.195130344529e+00
2.971323132313e-01,7.818633637715e-02,3.279786478894e-01,4.194833305749e+00
2.972322232223e-01,7.821262633558e-02,3.280657147469e-01,4.194536484932e+00
2.973321332133e-01,7.823891629401e-02,3.281527830357e-01,4.194239881884e+00
2.974320432043e-01,7.826520625244e-02,3.282398527579e-01,4.193943496413e+00
2.975319531953e-01,7.829149621087e-02,3.283269239155e-01,4.193647328328e+00
2.976318631863e-01,7.831778616931e-02,3.284139965108e-01,4.193351377436e+00
2.977317731773e-01,7.834407612774e-02,3.285010705459e-01,4.193055643547e+00
2.978316831683e-01,7.837036608617e-02,3.285881460228e-01,4.192760126468e+00
2.979315931593e-01,7.839665604460e-02,3.286752229437e-01,4.192464826009e+00
2.980315031503e-01,7.842294600304e-02,3.287623013107e-01,4.192169741978e+00
2.981314131413e-01,7.844923596147e-02,3.288493811260e-01,4.191874874187e+00
2.982313231323e-01,7.847552591990e-02,3.289364623917e-01,4.191580222443e+00
2.983312331233e-01,7.850181587833e-02,3.290235451098e-01,4.191285786557e+00
2.984311431143e-01,7.852810583676e-02,3.291106292825e-01,4.190991566340e+00
2.985310531053e-01,7.855439579520e-02,3.291977149119e-01,4.190697561600e+00
2.986309630963e-01,7.858068575363e-02,3.292848020002e-01,4.190403772150e+00
2.987308730873e-01,7.860697571206e-02,3.293718905493e-01,4.190110197800e+00
2.988307830783e-01,7.863326567049e-02,3.294589805615e-01,4.189816838361e+00
2.989306930693e-01,7.865955562892e-02,3.295460720389e-01,4.189523693644e+00
2.990306030603e-01,7.868584558736e-02,3.296331649835e-01,4.189230763461e+00
2.991305130513e-01,7.871213554579e-02,3.297202593974e-01,4.188938047623e+00
2.992304230423e-01,7.873842550422e-02,3.298073552829e-01,4.188645545943e+00
2.993303330333e-01,7.876471546265e-02,3.298944526418e-01,4.188353258233e+00
2.994302430243e-01,7.879100542108e-02,3.299815514764e-01,4.188061184305e+00
2.995301530153e-01,7.881729537952e-02,3.300686517888e-01,4.187769323972e+00
2.996300630063e-01,7.884358533795e-02,3.301557535810e-01,4.187477677047e+00
2.997299729973e-01,7.886987529638e-02,3.302428568552e-01,4.187186243343e+00
2.998298829883e-01,7.889616525481e-02,3.303299616134e-01,4.186895022673e+00
2.999297929793e-01,7.892245521325e-02,3.304170678577e-01,4.186604014852e+00
3.000297029703e-01,7.894874517168e-02,3.305041755903e-01,4.186313219692e+00
3.001296129613e-01,7.897503513011e-02,3.305912848131e-01,4.186022637007e+00
3.002295229523e-01,7.900132508854e-02,3.306783955283e-01,4.185732266613e+00
3.003294329433e-01,7.902761504697e-02,3.307655077380e-01,4.185442108324e+00
3.004293429343e-01,7.905390500541e-02,3.308526214443e-01,4.185152161954e+00
3.005292529253e-01,7.908019496384e-02,3.309397366491e-01,4.184862427318e+00
3.006291629163e-01,7.910648492227e-02,3.310268533547e-01,4.184572904232e+00
3.007290729073e-01,7.913277488070e-02,3.311139715631e-01,4.184283592510e+00
3.008289828983e-01,7.915906483913e-02,3.312010912764e-01,4.183994491970e+00
3.009288928893e-01,7.918535479757e-02,3.312882124966e-01,4.183705602425e+00
3.010288028803e-01,7.921164475600e-02,3.313753352258e-01,4.183416923693e+00
3.011287128713e-01,7.923793471443e-02,3.314624594662e-01,4.183128455590e+00
3.012286228623e-01,7.926422467286e-02,3.315495852196e-01,4.182840197933e+00
3.013285328533e-01,7.929051463130e-02,3.316367124883e-01,4.182552150537e+00
3.014284428443e-01,7.931680458973e-02,3.317238412743e-01,4.182264313221e+00
3.015283528353e-01,7.934309454816e-02,3.318109715797e-01,4.181976685801e+00
3.016282628263e-01,7.936938450659e-02,3.318981034065e-01,4.181689268094e+00
3.017281728173e-01,7.939567446502e-02,3.319852367568e-01,4.181402059920e+00
3.018280828083e-01,7.942196442346e-02,3.320723716326e-01,4.181115061094e+00
3.019279927993e-01,7.944825438189e-02,3.321595080360e-01,4.180828271435e+00
3.020279027903e-01,7.947454434032e-02,3.322466459691e-01,4.180541690763e+00
3.021278127813e-01,7.950083429875e-02,3.323337854339e-01,4.180255318894e+00
3.022277227723e-01,7.952712425718e-02,3.324209264325e-01,4.179969155649e+00
3.023276327633e-01,7.955341421562e-02,3.325080689669e-01,4.179683200845e+00
3.024275427543e-01,7.957970417405e-02,3.325952130392e-01,4.179397454303e+00
3.025274527453e-01,7.960599413248e-02,3.326823586514e-01,4.179111915841e+00
3.026273627363e-01,7.963228409091e-02,3.327695058056e-01,4.178826585279e+00
3.027272727273e-01,7.965857404935e-02,3.328566545038e-01,4.178541462437e+00
3.028271827183e-01,7.968486400778e-02,3.329438047481e-01,4.178256547135e+00
3.029270927093e-01,7.971115396621e-02,3.330309565405e-01,4.177971839194e+00
3.030270027003e-01,7.973744392464e-02,3.331181098830e-01,4.177687338434e+00
3.031269126913e-01,7.976373388307e-02,3.332052647778e-01,4.177403044675e+00
3.032268226823e-01,7.979002384151e-02,3.332924212268e-01,4.177118957739e+00
3.033267326733e-01,7.981631379994e-02,3.333795792320e-01,4.176835077446e+00
3.034266426643e-01,7.984260375837e-02,3.334667387956e-01,4.176551403619e+00
3.035265526553e-01,7.986889371680e-02,3.335538999195e-01,4.176267936078e+00
3.036264626463e-01,7.989518367523e-02,3.336410626058e-01,4.175984674645e+00
3.037263726373e-01,7.992147363367e-02,3.337282268564e-01,4.175701619144e+00
3.038262826283e-01,7.994776359210e-02,3.338153926736e-01,4.175418769394e+00
3.039261926193e-01,7.997405355053e-02,3.339025600591e-01,4.175136125221e+00
3.040261026103e-01,8.000034350896e-02,3.339897290152e-01,4.174853686444e+00
3.041260126013e-01,8.002663346739e-02,3.340768995438e-01,4.174571452889e+00
3.042259225923e-01,8.005292342583e-02,3.341640716469e-01,4.174289424377e+00
3.043258325833e-01,8.007921338426e-02,3.342512453266e-01,4.174007600733e+00
3.044257425743e-01,8.010550334269e-02,3.343384205849e-01,4.173725981779e+00
3.045256525653e-01,8.013179330112e-02,3.344255974238e-01,4.173444567340e+00
3.046255625563e-01,8.015808325956e-02,3.345127758452e-01,4.173163357238e+00
3.047254725473e-01,8.018437321799e-02,3.345999558514e-01,4.172882351300e+00
3.048253825383e-01,8.021066317642e-02,3.346871374442e-01,4.172601549348e+00
3.049252925293e-01,8.023695313485e-02,3.347743206256e-01,4.172320951208e+00
3.050252025203e-01,8.026324309328e-02,3.348615053977e-01,4.172040556703e+00
3.051251125113e-01,8.028953305172e-02,3.349486917625e-01,4.171760365660e+00
3.052250225023e-01,8.031582301015e-02,3.350358797220e-01,4.171480377904e+00
3.053249324932e-01,8.034211296858e-02,3.351230692782e-01,4.171200593259e+00
3.054248424842e-01,8.036840292701e-02,3.352102604331e-01,4.170921011552e+00
3.055247524752e-01,8.039469288544e-02,3.352974531887e-01,4.170641632608e+00
3.056246624662e-01,8.042098284388e-02,3.353846475471e-01,4.170362456253e+00
3.057245724572e-01,8.044727280231e-02,3.354718435101e-01,4.170083482314e+00
3.058244824482e-01,8.047356276074e-02,3.355590410799e-01,4.169804710617e+00
3.059243924392e-01,8.049985271917e-02,3.356462402584e-01,4.169526140989e+00
3.060243024302e-01,8.052614267761e-02,3.357334410476e-01,4.169247773257e+00
3.061242124212e-01,8.055243263604e-02,3.358206434495e-01,4.168969607247e+00
3.062241224122e-01,8.057872259447e-02,3.359078474660e-01,4.168691642787e+00
3.063240324032e-01,8.060501255290e-02,3.359950530993e-01,4.168413879705e+00
3.064239423942e-01,8.063130251133e-02,3.360822603513e-01,4.168136317828e+00
3.065238523852e-01,8.065759246977e-02,3.361694692239e-01,4.167858956985e+00
3.066237623762e-01,8.068388242820e-02,3.362566797193e-01,4.167581797003e+00
3.067236723672e-01,8.071017238663e-02,3.363438918392e-01,4.167304837710e+00
3.068235823582e-01,8.073646234506e-02,3.364311055858e-01,4.167028078935e+00
3.069234923492e-01,8.076275230349e-02,3.365183209610e-01,4.166751520508e+00
3.070234023402e-01,8.078904226193e-02,3.366055379668e-01,4.166475162256e+00
3.071233123312e-01,8.081533222036e-02,3.366927566052e-01,4.166199004010e+00
3.072232223222e-01,8.084162217879e-02,3.367799768781e-01,4.165923045597e+00
3.073231323132e-01,8.086791213722e-02,3.368671987876e-01,4.165647286849e+00
3.074230423042e-01,8.089420209566e-02,3.369544223356e-01,4.165371727595e+00
3.075229522952e-01,8.092049205409e-02,3.370416475240e-01,4.165096367664e+00
3.076228622862e-01,8.094678201252e-02,3.371288743550e-01,4.164821206887e+00
3.077227722772e-01,8.097307197095e-02,3.372161028303e-01,4.164546245094e+00
3.078226822682e-01,8.099936192938e-02,3.373033329521e-01,4.164271482116e+00
3.079225922592e-01,8.102565188782e-02,3.373905647222e-01,4.163996917783e+00
3.080225022502e-01,8.105194184625e-02,3.374777981427e-01,4.163722551927e+00
3.081224122412e-01,8.107823180468e-02,3.375650332155e-01,4.163448384379e+00
3.082223222322e-01,8.110452176311e-02,3.376522699426e-01,4.163174414970e+00
3.083222322232e-01,8.113081172154e-02,3.377395083259e-01,4.162900643532e+00
3.084221422142e-01,8.115710167998e-02,3.378267483674e-01,4.162627069896e+00
3.085220522052e-01,8.118339163841e-02,3.379139900690e-01,4.162353693895e+00
3.086219621962e-01,8.120968159684e-02,3.380012334328e-01,4.162080515360e+00
3.087218721872e-01,8.123597155527e-02,3.380884784606e-01,4.161807534124e+00
3.088217821782e-01,8.126226151370e-02,3.381757251545e-01,4.161534750020e+00
3.089216921692e-01,8.128855147214e-02,3.382629735164e-01,4.161262162880e+00
3.090216021602e-01,8.131484143057e-02,3.383502235482e-01,4.160989772538e+00
